status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,guarantor,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),repairs,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,rent,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... < 0 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,delay in paying off in the past,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,rent,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,rent,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,unknown / no property,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,rent,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,education,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,retraining,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,unknown / no property,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,delay in paying off in the past,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,guarantor,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),radio/television,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,rent,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,guarantor,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,delay in paying off in the past,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,delay in paying off in the past,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,guarantor,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,11.723468780517578,critical account/ other credits existing (not at this bank),education,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,if not A121 : building society savings agreement/ life insurance,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),car (new),3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),education,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,co-applicant,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,car (new),3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),education,3015.79345703125,A61,... < 1 year,4.0,male : divorced/separated,guarantor,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),education,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,delay in paying off in the past,radio/television,3015.79345703125,A63,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),education,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,bank,rent,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,all credits at this bank paid back duly,furniture/equipment,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,unskilled - resident,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A63,... < 1 year,4.0,male : married/widowed,co-applicant,3.952515125274658,unknown / no property,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),repairs,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,"if not A121/A122 : car or other, not in attribute 6",24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : married/widowed,guarantor,3.952515125274658,"if not A121/A122 : car or other, not in attribute 6",24.9345703125,none,own,1.908541917800903,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),car (new),3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,real estate,24.9345703125,bank,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,guarantor,3.952515125274658,if not A121 : building society savings agreement/ life insurance,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,car (new),3015.79345703125,A61,... < 1 year,4.0,male : married/widowed,guarantor,3.952515125274658,unknown / no property,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,none,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),car (new),3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,none,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,critical account/ other credits existing (not at this bank),car (new),3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,11.723468780517578,no credits taken/ all credits paid back duly,radio/television,3015.79345703125,A61,... < 1 year,4.0,male : single,co-applicant,3.952515125274658,real estate,24.9345703125,stores,own,1.908541917800903,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,unknown / no property,24.001678466796875,stores,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,stores,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,bank,rent,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,all credits at this bank paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,furniture/equipment,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,all credits at this bank paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,none,rent,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,co-applicant,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,co-applicant,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A65,4 <= ... < 7 years,3.770695209503174,male : divorced/separated,co-applicant,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,"yes, registered under the customers name",yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A61,.. >= 7 years,3.770695209503174,male : divorced/separated,none,3.839344739913941,unknown / no property,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),car (new),276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,co-applicant,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,unknown / no property,24.001678466796875,stores,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,real estate,24.001678466796875,stores,rent,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,unknown / no property,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A61,unemployed,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,all credits at this bank paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,guarantor,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,guarantor,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,all credits at this bank paid back duly,education,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,unknown / no property,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... < 0 DM,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),education,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,none,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,no,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,education,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,unemployed,3.770695209503174,male : single,guarantor,3.839344739913941,unknown / no property,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,co-applicant,3.839344739913941,real estate,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,business,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,"if not A121/A122 : car or other, not in attribute 6",24.001678466796875,stores,rent,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,car (new),276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,22.78768539428711,no credits taken/ all credits paid back duly,car (new),276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,real estate,24.001678466796875,stores,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,1 <= ... < 4 years,3.770695209503174,male : divorced/separated,guarantor,3.839344739913941,unknown / no property,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,co-applicant,3.839344739913941,unknown / no property,24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : divorced/separated,co-applicant,3.839344739913941,real estate,24.001678466796875,none,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
... >= 200 DM / salary assignments for at least 1 year,22.78768539428711,all credits at this bank paid back duly,radio/television,276.0,A61,... < 1 year,3.770695209503174,male : single,guarantor,3.839344739913941,"if not A121/A122 : car or other, not in attribute 6",24.001678466796875,bank,own,2.487423896789551,skilled employee / official,1.0,none,yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,8.384481430053711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.885278463363647,male : single,co-applicant,3.778292655944824,real estate,25.165067672729492,none,own,1.9657692909240725,skilled employee / official,1.1193122863769531,"yes, registered under the customers name",yes,98a3360e-9580-40a4-92c6-10bf01459d4b
0 <= ... < 200 DM,8.384481430053711,no credits taken/ all credits paid back duly,radio/television,276.0,A61,... < 1 year,3.885278463363647,male : single,guarantor,3.778292655944824,unknown / no property,25.165067672729492,none,own,1.9657692909240725,skilled employee / official,1.1193122863769531,"yes, registered under the customers name",yes,98a3360e-9580-40a4-92c6-10bf01459d4b
